identificador	nome	miniatura	tiporecurso	resumo	disciplina	ano	descritores	OS	navegadores	programas	linkdown	visualizar	tema	origem	autores	idioma	data
149	Memórias Póstumas de Brás Cubas [Livro-trailer]	recursos/img/Desktop/Portugues/9/memoriaspostumasdebrascubas.png	Vídeo.	O recurso "Memórias Póstumas de Brás Cubas [Livro-trailer]" apresenta a obra literária "Memórias póstumas de Brás Cubas", do escritor brasileiro Machado de Assis. O vídeo mostra trechos e informações sobre a obra, buscando despertar a curiosidade dos leitores.	Portugues	9	DPII4; DPII6; DPII10	windows; linux		vlc; wmp; celulloid	recursos/recurso/Portugues/9/memoriaspostumasdebrascubas.zip	recursos/recurso/Portugues/9/memoriaspostumasdebrascubas.avi	Literatura Brasileira. Memórias Póstumas de Brás Cubas. Machado de Assis.	Portal do Professor.	Secretaria de Educação do Paraná (PR), TV Paulo Freire.	Português.	2010.
151	Formas	recursos/img/Desktop/Matematica/1/Formas.png	Exercício e prática.	O recurso “Formas” explora a associação entre as cores, os formatos e suas respectivas figuras geométricas.	Matematica	1	DMI2	windows; linux		flash	recursos/recurso/Matematica/1/formas.zip	recursos/recurso/Matematica/1/formas.swf	Formas geométricas.	Portal do Professor.	Centro de Competência da CERCIFAF /  Mosaico Edu / Júlio Marinho.	Português.	2002.
152	Jogo de Matemática para escolas: Subtração	recursos/img/Desktop/Matematica/1/JogodeMatematicaSubtracao.png	Exercício e prática.	O recurso "Jogo de matemática para escolas: Subtração” trabalha com a operação de subtração, por meio de gravuras.	Matematica	1	DMI17	windows; linux		flash	recursos/recurso/Matematica/1/subtracao.zip	recursos/recurso/Matematica/1/subtracao.swf	Subtração.	Banco Internacional de Objetos Educacionais (BIOE).	Serge Mikhailov.	Português.	2008.
153	Jogo de Matemática para escolas: Adição	recursos/img/Desktop/Matematica/1/JogodaMatematicaparaescolasadicao.png	Exercício e prática.	O recurso "Jogo de matemática para escolas: Adição" trabalha com a operação de adição simples, por meio de gravuras.	Matematica	1	DMI17	windows; linux		flash	recursos/recurso/Matematica/1/Jogo_Matematica_Adicao.zip	recursos/recurso/Matematica/1/Jogo_Matematica_Adicao.png	Adição.	Portal do Professor.	Serge Mikhailov.	Português.	2008.
155	Reta Numérica na Lagoa	recursos/img/Desktop/Matematica/1/Retanumerica.png	Exercício e prática.	O recurso “Reta numérica na lagoa” apresenta o conceito de números sucessores e antecessores, a partir da distribuição dos números em uma reta numérica.	Matematica	1	DMI14	windows; linux		flash	recursos/recurso/Matematica/1/reta-numerica-na-lagoa.zip	recursos/recurso/Matematica/1/reta-numerica-na-lagoa.swf	Sequência numérica. Sucessor e antecessor.	Núcleo de Desenvolvimento de Objetos de Aprendizagem Significativa (NOAS).	Fátima Beatriz.	Português.	Desconhecida.
157	Meu Álbum Geométrico	recursos/img/Desktop/Matematica/1/Meualbumgeometrico.png	Jogo.	O recurso “Meu Álbum Geométrico” trabalha com o agrupamento e o desagrupamento, a comparação de quantidades, bem como os critérios de classificação e seriação das gravuras, a partir de suas formas geométricas.	Matematica	1	DMI2	windows; linux	chrome; firefox; edge		recursos/recurso/Matematica/1/Meualbumgeometrico.zip	recursos/recurso/Matematica/1/Meualbumgeometrico\Meualbumgeometrico/index.html	Formas geométricas.	Plataforma MEC de Recursos Educacionais Digitais (RED) /  Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Juscilene Braga de Castro, Maria de Fátima Costa de Souza, Marcia Duarte Medeiros, Joyce Sousa, Lídya Monteiro, José Aires de Castro Filho, Gilson Júnior, Antônio Melo Júnior, Henrique Pequeno, Márcio Moreira, Julianne Holanda, Deleon Hippolyto, Nádia Lopes, Natália Prata, Iuri Garcia, Nathan Serra, Schaffer Torres, Diego Linhares.	Português.	2019.
158	Fazenda Rived	recursos/img/Desktop/Matematica/2/FazendaRived.png	Exercício e prática.	O recurso "Fazenda Rived" propõe atividades que trabalham as estruturas lógicas, dentre elas a classificação, a seriação e a conservação.	Matematica	2	DMI19	windows; linux		flash	recursos/recurso/Matematica/2/fazendaRived.zip	recursos/recurso/Matematica/2/fazendaRived.swf	Classificação. Seriação. Conservação.	Rede Interativa Virtual de Educação (RIVED).	Daniela Cristina dos Santos, Helton Augusto de Carvalho, Luciano Kiwamen, Marisa Aparecida Gomes, Guilherme da Cruz Pinheiro, Renan Ricardo Tateoka, Marco Antonio Zanata Alves, Maria Aparecida Gomes do Amaral, Klaus Schlünzen Júnior, Elisa Tomoe Moriya Schlünzen, Ivan Shirahama Loureiro de Lima, Cynara Soares Fruteiro, Douglas Nari.	Português.	2008.
159	Jogo da Matemática	recursos/img/Desktop/Matematica/2/JogodeMatematica.png	Exercício e prática.	O recurso “Jogo da Matemática” trabalha com o cálculo mental, envolvendo as operações de adição, subtração, multiplicação e divisão.	Matematica	2	DMI17; DMI18	windows; linux		flash	recursos/recurso/Matematica/2/jogodaMatematica.zip	recursos/recurso/Matematica/2/jogodaMatematica.swf	Adição. Subtração. Multiplicação. Divisão.	Portal do Professor.	Mariana Caltabiano.	Português.	Desconhecida.
160	Hora a hora	recursos/img/Desktop/Matematica/2/HoraaHora.png	Simulação.	O recurso “Hora a hora” apresenta a forma de organização das horas, estimulando que os alunos identifiquem-nas em um relógio analógico.	Matematica	2	DMI8	windows; linux		flash	recursos/recurso/Matematica/2/horaaHora.zip	recursos/recurso/Matematica/2/horaaHora.swf	Noções de tempo.	Portal do Professor.	Centro de Competência da CERCIFAF Mosaico Edu Júlio Marinho.	Português.	2002.
161	Antecessor e Sucessor 1	recursos/img/Desktop/Matematica/2/AntecessoreSucessor1.png	Exercício e prática.	O recurso “Antecessor e sucessor 1” apresenta os conceitos sobre os números antecessores e sucessores, por meio das unidades trabalhadas na atividade.	Matematica	2	DMI14	windows; linux		flash	recursos/recurso/Matematica/2/antecessoreSucessor1.zip	recursos/recurso/Matematica/2/antecessoreSucessor1.swf	Antecessor e sucessor.	Portal do Professor.	Centro de Competência da CERCIFAF Mosaico Edu Júlio Marinho.	Português.	2002.
162	Antecessor e Sucessor 2	recursos/img/Desktop/Matematica/2/AntecessoreSucessor2.png	Exercício e prática.	O recurso “Antecessor e sucessor 2” apresenta os conceitos sobre os números antecessores e sucessores, por meio das dezenas trabalhadas na atividade.	Matematica	2	DMI14	windows; linux		flash	recursos/recurso/Matematica/2/antecessoreSucessor2.zip	recursos/recurso/Matematica/2/antecessoreSucessor2.swf	Antecessor e sucessor.	Portal do Professor.	Centro de Competência da CERCIFAF Mosaico Edu Júlio Marinho.	Português.	2002.
163	Ordenar	recursos/img/Desktop/Matematica/2/Ordenar.png	Exercício e prática.	O recurso “Ordenar” trabalha com a sequência numérica, conforme a ordem crescente dos números.	Matematica	2	DMI14	windows; linux		flash	recursos/recurso/Matematica/2/Ordenar.zip	recursos/recurso/Matematica/2/Ordenar.swf	Sequência numérica.	Portal do Professor.	Portal Catraios.	Português.	Desconhecida.
164	Math hide and seek	recursos/img/Desktop/Matematica/2/HideandSeekMathematicalJogoEscondidasMatematica.png	Exercício e prática.	O recurso “Math hide and seek” trabalha com as operações de adição, subtração e multiplicação, por meio de personagens animados.	Matematica	2	DMI17; DMI18	windows; linux		flash	recursos/recurso/Matematica/2/maths-hide-and-seek.zip	recursos/recurso/Matematica/2/maths-hide-and-seek.swf	Adição. Subtração. Multiplicação.	Portal do Professor.	Vedoque.	Inglês.	Desconhecida.
165	Granja Matemática	recursos/img/Desktop/Matematica/2/GranjaMatematica.png	Exercício e prática.	O recurso “Granja Matemática” trabalha com as operações de adição e multiplicação, por meio de personagens animados.	Matematica	2	DMI17; DMI18	windows; linux		flash	recursos/recurso/Matematica/2/granja_matematica.zip	recursos/recurso/Matematica/2/granja_matematica.swf	Adição. Multiplicação.	Banco Internacional de Objetos Educacionais (BIOE).	Vedoque.	Espanhol.	Desconhecida.
166	Suma Monedas	recursos/img/Desktop/Matematica/2/SumaMonedas.png	Exercício e prática.	O recurso “Suma Monedas” propõe a familiarização com o sistema monetário brasileiro, a partir da operação matemática de adição.	Matematica	2	DMI17	windows; linux		flash	recursos/recurso/Matematica/2/SumaMonedas.zip	recursos/recurso/Matematica/2/SumaMonedas.swf	Adição.	Portal do Professor.	Vedoque.	Espanhol.	Desconhecida.
167	Magnetes da Divisão	recursos/img/Desktop/Matematica/2/MagnetesdaDivisao.png	Exercício e prática.	O recurso “Magnetes da Divisão” busca estimular, por meio de atividades práticas, a construção de cálculos relacionados à operação matemática de divisão.	Matematica	2	DMI18	windows; linux		flash	recursos/recurso/Matematica/2/magnetes_div.zip	recursos/recurso/Matematica/2/magnetes_div,swf	Divisão.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2003.
168	Magnetes da Multiplicação	recursos/img/Desktop/Matematica/2/MagnetesdaMultiplicacao.png	Exercício e prática.	O recurso “Magnetes da Multiplicação” apresenta, por meio de atividades práticas, a construção de cálculos relativos à operação matemática de multiplicação.	Matematica	2	DMI18	windows; linux		flash	recursos/recurso/Matematica/2/magnetes_mult.zip	recursos/recurso/Matematica/2/magnetes_mult.swf	Multiplicação.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2003.
169	Que Horas São?	recursos/img/Desktop/Matematica/2/QueHorasSao.png	Animação.	O recurso “Que horas são?” apresenta a forma de organização das horas, estimulando que os alunos identifiquem-nas em um relógio analógico e em outro digital.	Matematica	2	DMI8	windows; linux		flash	recursos/recurso/Matematica/2/quehorasSao.zip	recursos/recurso/Matematica/2/quehorasSao.swf	Noções de tempo.	Portal do Professor.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
170	Tabuada 8	recursos/img/Desktop/Matematica/2/tabuada8.png	Exercício e prática.	O recurso “Tabuada 8” propõe o estudo da tabuada de multiplicação, de forma lúdica.	Matematica	2	DMI18	windows; linux		flash	recursos/recurso/Matematica/2/tabuada8.zip	recursos/recurso/Matematica/2/tabuada8.swf	Multiplicação.	Portal do Professor.	Rita de Cássia Bazalhia, Lucinéia Cristina Perinelle Dias Saraiva, Rodrigo Antônio Fuzete, Leandro Ferreira de Oliveira.	Português.	Desconhecida.
171	Tabuada 9	recursos/img/Desktop/Matematica/2/tabuadado9.png	Exercício e prática.	O recurso “Tabuada 9” propõe o estudo da tabuada de multiplicação, de forma lúdica.	Matematica	2	DMI18	windows; linux		flash	recursos/recurso/Matematica/2/tabuada9.zip	recursos/recurso/Matematica/2/tabuada9.swf	Multiplicação.	Portal do Professor.	Rita de Cássia Bazalhia, Lucinéia Cristina Perinelle Dias Saraiva, Rodrigo Antônio Fuzete, Leandro Ferreira de Oliveira.	Português.	Desconhecida.
172	Tabuada 10	recursos/img/Desktop/Matematica/2/tabuadado10.png	Exercício e prática.	O recurso “Tabuada 10” propõe o estudo da tabuada de multiplicação, de forma lúdica.	Matematica	2	DMI18	windows; linux		flash	recursos/recurso/Matematica/2/tabuada10.zip	recursos/recurso/Matematica/2/tabuada10.swf	Multiplicação.	Portal do Professor.	Rita de Cássia Bazalhia, Lucinéia Cristina Perinelle Dias Saraiva, Rodrigo Antônio Fuzete, Leandro Ferreira de Oliveira.	Português.	Desconhecida.
173	Brincando com as Formas	recursos/img/Desktop/Matematica/2/Brincandocomasformas.png	Jogo.	O recurso “Brincando com as Formas” trabalha, por meio de desafios lúdicos, com conceitos iniciais relacionados às formas geométricas, dentre eles, os tamanhos e as cores.	Matematica	2	DMI2	windows; linux	chrome; firefox; edge		recursos/recurso/Matematica/2/Brincandocomasformas.zip	recursos/recurso/Matematica/2/Brincandocomasformas/REDBrincandocomasformas/index.swf	Formas geométricas.	Plataforma MEC de Recursos Educacionais Digitais (RED) /  Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Juscilene Braga de Castro, Maria de Fátima Costa de Souza, Marcia Duarte Medeiros, Joyce Sousa, Lídya Monteiro, José Aires de Castro Filho, Gilson Júnior, Antônio Melo Júnior, Henrique Pequeno, Márcio Moreira, Douglas Silva, Julianne Holanda, Eduardo Ferreira, Nádia Lopes, Natália Prata, Alexandre da Silva, Iuri Garcia, Mario Silva, Nathan Serra, Diego Linhares.	Português.	2019.
174	Círculo Mágico	recursos/img/Desktop/Matematica/3/CirculoMagico.png	Exercício e prática.	O recurso “Círculo Mágico” busca estimular o desenvolvimento do raciocínio lógico, bem como propõe trabalhar com a operação de adição, por meio do cálculo mental.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/circuloMagico.zip	recursos/recurso/Matematica/3/circuloMagico.swf	Adição.	Portal do Professor.	Fernando Henrique Fogaça Carneiro, Paula Aguiar da Silva.	Português.	2011.
175	Mico Matemático	recursos/img/Desktop/Matematica/3/Mico.png	Exercício e prática.	O recurso “Mico Matemático” apresenta os conceitos relacionados à adição e à subtração, bem como àqueles que envolvem os números antecessores e sucessores.	Matematica	3	DMI17; DMI14	windows; linux		flash	recursos/recurso/Matematica/3/micoMatematico.zip	recursos/recurso/Matematica/3/micoMatematico.swf	Adição. Subtração. Antecessor e sucessor.	Banco Internacional de Objetos Educacionais (BIOE).	Mídias Educativas.	Português.	Desconhecida.
176	Antecessor e Sucessor 3	recursos/img/Desktop/Matematica/3/AntecessoreSucessor3.png	Exercício e prática.	O recurso “Antecessor e sucessor 3” apresenta os conceitos sobre os números antecessores e sucessores, por meio das centenas trabalhadas na atividade.	Matematica	3	DMI14	windows; linux		flash	recursos/recurso/Matematica/3/antecessoreSucessor3.zip	recursos/recurso/Matematica/3/antecessoreSucessor3.swf	Antecessor e sucessor.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
177	Antecessor e Sucessor 4	recursos/img/Desktop/Matematica/3/AntecessoreSucessor4.png	Exercício e prática.	O recurso “Antecessor e sucessor 4” apresenta conceitos sobre os números antecessores e sucessores, por meio das centenas trabalhadas na atividade.	Matematica	3	DMI14	windows; linux		flash	recursos/recurso/Matematica/3/antecessoreSucessor4.zip	recursos/recurso/Matematica/3/antecessoreSucessor4.swf	Antecessor e sucessor.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
178	Operações com Palitos	recursos/img/Desktop/Matematica/3/OperacaocomPalitos.png	Exercício e prática.	O recurso “Operações com Palitos” trabalha com as operações de adição e de subtração, a partir dos algarismos romanos.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/operacaoCompalitos.zip	recursos/recurso/Matematica/3/operacaoCompalitos.swf	Adição. Subtração. Algarismos romanos.	Portal do Professor.	Mídias Digitais para Matemática (MD MAT).	Português.	Desconhecida.
179	Triângulo Soma - 9	recursos/img/Desktop/Matematica/3/TrianguloSoma9.png	Exercício e prática.	O recurso “Triângulo Soma - 9” busca desenvolver o raciocínio lógico e, ainda, estimula o estudo da adição por meio do cálculo mental.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/trianguloSoma9.zip	recursos/recurso/Matematica/3/trianguloSoma9.swf	Adição.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
180	Triângulo Soma - 10	recursos/img/Desktop/Matematica/3/TrianguloSoma10.png	Exercício e prática.	O recurso “Triângulo Soma - 10” busca desenvolver o raciocínio lógico e, ainda, estimula o estudo da adição por meio do cálculo mental.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/trianguloSoma10.zip	recursos/recurso/Matematica/3/trianguloSoma10.swf	Adição.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
181	Triângulo Soma - 11	recursos/img/Desktop/Matematica/3/TrianguloSoma11.png	Exercício e prática.	O recurso “Triângulo Soma - 11” busca desenvolver o raciocínio lógico e, ainda, estimula o estudo da adição por meio do cálculo mental.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/trianguloSoma11.zip	recursos/recurso/Matematica/3/trianguloSoma11.swf	Adição.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
182	Triângulo Soma - 12	recursos/img/Desktop/Matematica/3/TrianguloSoma12.png	Exercício e prática.	O recurso “Triângulo Soma - 12” tem como objetivo apresentar a ordenação dos números em um triângulo, de modo que a soma de cada lado seja igual a doze.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/trianguloSoma12.zip	recursos/recurso/Matematica/3/trianguloSoma12.swf	Adição.	Mosaico Edu.	Centro de Competência da CERCIFAF Júlio Marinho.	Português.	2002.
183	A História dos Números	recursos/img/Desktop/Matematica/3/AHistoriadosNumeros.png	Áudio.	O recurso “A História dos Números” apresenta, por meio de um áudio, a história dos números, bem como os fatos que envolveram a sua criação e a sua utilização.	Matematica	3	DMI13; DMI15; DMI16	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/3/HistoriadosNumeros.zip	recursos/recurso/Matematica/3/HistoriadosNumeros.mp3	Números. História.	Portal do Professor.	Desconhecida.	Português.	Desconhecida.
184	Sequências Numéricas	recursos/img/Desktop/Matematica/3/SequenciasNumericas.png	Exercício e prática.	O recurso “Sequências Numéricas” apresenta as noções de sequência numérica, em ordem crescente e decrescente. O recurso, ainda, traz a definição de sucessor e antecessor.	Matematica	3	DMI14	windows; linux		flash	recursos/recurso/Matematica/3/sequencias-numericas.zip	recursos/recurso/Matematica/3/sequencias-numericas.swf	Sequência numérica. Ordem crescente e decrescente. Sucessor e antecessor.	Núcleo de Desenvolvimento de Objetos de Aprendizagem Significativa (NOAS).	Fátima Beatriz.	Português.	Desconhecida.
185	Ponteiros à Solta	recursos/img/Desktop/Matematica/3/PonteirosaSolta.png	Simulação.	O recurso “Ponteiros à Solta” apresenta a fração de horas e minutos em um relógio analógico, auxiliando os alunos na identificação desses elementos.	Matematica	3	DMI8	windows; linux		flash	recursos/recurso/Matematica/3/ponteiros-a-solta.zip	recursos/recurso/Matematica/3/ponteiros-a-solta.swf	Noções de tempo.	Núcleo de Desenvolvimento de Objetos de Aprendizagem Significativa (NOAS).	Fátima Beatriz.	Português.	Desconhecida.
186	Feira dos Pesos	recursos/img/Desktop/Matematica/3/FeiradosPesos.png	Exercício e prática.	O recurso “Feira dos Pesos” trabalha com conceitos algébricos, bem como apresenta a ordenação e a comparação dos pesos, de forma crescente ou decrescente.	Matematica	3	DMI5	windows; linux		flash	recursos/recurso/Matematica/3/feiradospesos.zip	recursos/recurso/Matematica/3/feiradospesos.swf	Álgebra. Comparação. Ordenação.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA) /  Rede Interativa Virtual de Educação (RIVED).	Alisandra Cavalcante Fernandes, Raquel Santiago Freire, Raquel Almeida Ferreira Siqueira, André Ribeiro Paes de Castro, Natasha Carneiro Barreto, José Aires de Castro Filho.	Português.	Desconhecida.
187	Números Perdidos	recursos/img/Desktop/Matematica/3/NumerosPerdidos.png	Exercício e prática.	O recurso “Números Perdidos” trabalha com as operações simples de adição, subtração e multiplicação, por meio da resolução de exercícios.	Matematica	3	DMI17; DMI18	windows; linux		flash	recursos/recurso/Matematica/3/numeros-perdidos.zip	recursos/recurso/Matematica/3/numeros-perdidos.swf	Adição. Subtração. Multiplicação.	Vedoque.	Vedoque.	Português.	Desconhecida.
188	A Arte e a Matemática	recursos/img/Desktop/Matematica/3/VideoArtedeMatematica.png	Vídeo.	O recurso “A Arte e a Matemática” apresenta, por meio de um vídeo, a relação entre a Arte e a Matemática estabelecida ao longo da história.	Matematica	3	DMI13; DMI15	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/3/AarteEaMatematica.zip	recursos/recurso/Matematica/3/AarteEaMatematica.wmv	Arte. Matemática. História.	Portal do Professor.	Ministério da Educação (MEC).	Português.	Desconhecida.
189	Acerte o Resultado	recursos/img/Desktop/Matematica/3/Acerte.png	Exercício e prática.	O recurso “Acerte o resultado” propõe, por meio do cálculo mental, a resolução de exercícios que envolvem a operação matemática de adição com números naturais.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/AcerteOresultado.zip	recursos/recurso/Matematica/3/AcerteOresultado.swf	Adição.	Núcleo de Desenvolvimento de Objetos de Aprendizagem Significativa (NOAS).	Educommatica.	Português.	Desconhecida.
190	Escrever um Número na Forma Expandida	recursos/img/Desktop/Matematica/3/videoEscrevernaformaexpansiva.png	Vídeo.	O recurso “Escrever um número na forma expandida” apresenta, por meio de um vídeo, a forma expandida de escrita do número 14.897.	Matematica	3	DMI13; DMI15; DMI16	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/3/escrever_um_numero_na_forma_expandida.zip	recursos/recurso/Matematica/3/escrever_um_numero_na_forma_expandida.flv	Forma expandida. Representação. Escrita.	Portal do Professor.	Portal do Ensino Básico Atividades e Recursos.	Português Europeu.	Desconhecida.
191	Contagem Crescente	recursos/img/Desktop/Matematica/3/ContagemCrescente De1em1.png	Exercício e prática.	O recurso “Contagem Crescente” trabalha com a sequência numérica e sua respectiva sequenciação.	Matematica	3	DMI14	windows; linux		flash	recursos/recurso/Matematica/3/ContagemCrescenteDe1em1.zip	recursos/recurso/Matematica/3/ContagemCrescenteDe1em1.swf	Sequência numérica.	Escola Digital.	Professor Vaz Nunes.	Português.	Desconhecida.
192	Cálculo Mental	recursos/img/Desktop/Matematica/3/CalculoMental.png	Exercício e prática.	O recurso “Cálculo Mental” trabalha com o cálculo mental relacionado às operações de adição e de subtração, por meio de exercícios com números naturais.	Matematica	3	DMI17	windows; linux		flash	recursos/recurso/Matematica/3/CalculoMental.zip	recursos/recurso/Matematica/3/CalculoMental.swf	Adição. Subtração. Cálculo mental.	Mosaico Edu.	Júlio Marinho - Cooperativa de Educação e Reabilitação de Crianças Inadaptadas da Fafe (CERCIFAF).	Português.	2010.
193	Animais Matemáticos 2	recursos/img/Desktop/Matematica/3/AnimaisMatematicos.png	Exercício e prática.	O recurso “Animais Matemáticos 2” trabalha com as noções de ordem crescente e decrescente, possibilitando também a utilização dos sinais < (menor que) e > (maior que).	Matematica	3	DMI14	windows; linux		flash	recursos/recurso/Matematica/3/animaisMatematicosmenorque.zip	recursos/recurso/Matematica/3/animaisMatematicosmenorque.swf	Ordem crescente e decrescente. Maior e menor que.	Banco Internacional de Objetos Educacionais (BIOE).	Roger Rey, Fernando Romero.	Português.	Desconhecida.
194	Supermercado Virtual	recursos/img/Desktop/Matematica/4/SupermercadoVirtual.png	Exercício e prática.	O recurso “Supermercado Virtual” trabalha com a soma de números decimais, tendo como base a utilização do sistema monetário brasileiro.	Matematica	4	DMI23; DMI25	windows; linux		flash	recursos/recurso/Matematica/4/supermercadoVirtual.zip	recursos/recurso/Matematica/4/supermercadoVirtual.swf	Sistema monetário brasileiro. Números decimais.	Banco Internacional de Objetos Educacionais (BIOE).	UNIFRA, Universidade Federal de Santa Maria (UFSM), Rede Interativa Virtual de Educação (RIVED).	Português.	2008.
195	Animais Matemáticos - Numeração	recursos/img/Desktop/Matematica/4/AnimaisMatematicosNumeracao.png	Exercício e prática.	O recurso “Animais Matemáticos - Numeração” traz a representação posicional das classes e da ordem dos números naturais, por meio de exercícios práticos.	Matematica	4	DMI15	windows; linux		flash	recursos/recurso/Matematica/4/animaisMatematicosnumeracao.zip	recursos/recurso/Matematica/4/animaisMatematicosnumeracao.swf	Classes numéricas.	Banco Internacional de Objetos Educacionais (BIOE).	Roger Ray, Fernando Romero. Adaptado por: Olga@afonso.	Português.	Desconhecida.
196	Memória com Frações	recursos/img/Desktop/Matematica/4/MemoriacomFracoes.png	Jogo.	O recurso “Memória com Frações” propõe a associação entre a representação geométrica e suas frações correspondentes.	Matematica	4	DMI24	windows; linux		flash	recursos/recurso/Matematica/4/memoriaComFracoes.zip	recursos/recurso/Matematica/4/memoriaComFracoes.swf	Frações.	Portal do Professor.	Mídias Digitais para Matemática (MD MAT).	Português.	Desconhecida.
197	Um dia de compras	recursos/img/Desktop/Matematica/4/UmDiadeCompras.png	Exercício e prática.	O recurso “Um dia de compras” trabalha com elementos do sistema monetário brasileiro, por meio de situações que simulam a sua utilização. Em meio aos exercícios, o recurso trabalha com as operações de adição e de subtração com números decimais.	Matematica	4	DMI23; DMI25	windows; linux		flash	recursos/recurso/Matematica/4/umDia_de_Compras.zip	recursos/recurso/Matematica/4/umDia_de_Compras.swf	Sistema monetário brasileiro. Adição. Subtração. Números decimais.	Portal do Professor.	Natália Ferrari, Jane Santana, Hosana Batista, Danielle Santos, Anderson Mello, Helton Augusto de Carvalho, Alvaro Junior Mizobuchi, Ivan Shirahama, Tereza Higashi Yamabe, Elisa Tomoe Schlünzen, Klaus Júnior Schlünzen.	Espanhol.	2009.
198	Velila y la Matenave	recursos/img/Desktop/Matematica/4/VelilaeaMatenave.png	Exercício e prática.	O recurso “Velila y la Matenave” trabalha com as operações matemáticas de adição, subtração e multiplicação, por meio da proposição de exercícios.	Matematica	4	DMI17; DMI18	windows; linux		flash	recursos/recurso/Matematica/4/velilaEmatenave.zip	recursos/recurso/Matematica/4/velilaEmatenave.swf	Adição. Subtração. Multiplicação.	Portal do Professor.	Antonio Salinas.	Espanhol.	Desconhecida.
199	Essa eu quero ver	recursos/img/Desktop/Matematica/4/Essaeuquerover.png	Exercício e prática.	O recurso “Essa eu quero ver” apresenta diferentes atividades que envolvem noções de quantidade, hora, números e operações.	Matematica	4	DMI8; DMI13; DMI15; DMI17; DMI18; DMI20	windows; linux		flash	recursos/recurso/Matematica/4/essa_eu_quero_ver.zip	recursos/recurso/Matematica/4/essa_eu_quero_ver.swf	Operações matemáticas. Noções de tempo. Par e ímpar. Numerais multiplicativos.	Portal do Professor.	Leandro Ferreira de Oliveira.	Português.	Desconhecida.
200	Analisando as Áreas	recursos/img/Desktop/Matematica/4/analisandoArea.png	Exercício e prática.	O recurso “Analisando as Áreas” apresenta a decomposição de figuras planas, proporcionando que os alunos identifiquem as áreas desenhadas em malhas quadriculadas.	Matematica	4	DMI12	windows; linux		flash	recursos/recurso/Matematica/4/Analisandoasareas.zip	recursos/recurso/Matematica/4/Analisandoasareas.swf	Figuras unidimensionais.	Mídias Digitais para Matemática (MD MAT).	Mídias Digitais para Matemática (MD MAT).	Português.	Desconhecida.
201	Eh o Bicho	recursos/img/Desktop/Matematica/4/EhObicho.png	Exercício e prática.	O recurso “Eh o Bicho” propõe a interpretação de situações-problema que apresentam relações entre tabelas e gráficos. O recurso, ainda, envolve as operações de adição e de subtração em meio às atividades.	Matematica	4	DMI1; DMI17; DMI19; DMI27	windows; linux		flash	recursos/recurso/Matematica/4/ehobicho.zip	recursos/recurso/Matematica/4/ehobicho.swf	Adição. Subtração. Tabelas e gráficos.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Português.	Desconhecida.
203	Dividir e conquistar	recursos/img/Desktop/Matematica/4/DividirConquistar.png	Jogo.	O recurso “Dividir e conquistar” trabalha com a operação matemática de divisão, por meio da proposição de exercícios.	Matematica	4	DMI18	windows; linux		flash	recursos/recurso/Matematica/4/DividirConquistar.zip	recursos/recurso/Matematica/4/DividirConquistar.swf	Divisão.	Vedoque.	Vedoque.	Espanhol.	Desconhecida.
204	Sistema de Numeração e um pouco de história	recursos/img/Desktop/Matematica/4/SistemaNumeracao.png	Vídeo.	O recurso “Sistema de Numeração e um pouco de história” apresenta o surgimento dos números no sistema numérico egípcio, romano e indo-arábico, a partir de sua evolução.	Matematica	4	DMI15	windows; linux		vlc; wmp; celulloid	recursos/recurso/Matematica/4/Sistemadenumeracao.zip	recursos/recurso/Matematica/4/Sistemadenumeracao.mp4	Sistema numérico egípcio, romano e indo-arábico.	Portal do Professor.	Rafael Procopio, Canal Matemática Rio.	Português.	2013.
